2023-01-29 23:23:18,751 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-01-29 23:23:18,817 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-01-29 23:23:18,818 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-01-29 23:23:18,819 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-01-29 23:23:18,827 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-01-29 23:23:18,829 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-01-29 23:23:18,830 INFO  SwAddin.cs: 201 - Setting up command manager
2023-01-29 23:23:18,831 INFO  SwAddin.cs: 204 - Adding command manager
2023-01-29 23:23:18,836 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-01-29 23:23:18,837 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-01-29 23:23:18,837 INFO  SwAddin.cs: 210 - Adding event handlers
2023-01-29 23:23:19,092 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-01-29 23:24:10,186 INFO  SwAddin.cs: 294 - Assembly export called for file raspbotsimp.sldasm
2023-01-29 23:24:16,822 INFO  SwAddin.cs: 313 - Saving assembly
2023-01-29 23:24:17,547 INFO  SwAddin.cs: 316 - Opening property manager
2023-01-29 23:24:17,574 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from raspbotsimp.sldasm
2023-01-29 23:24:17,612 INFO  ExportHelperExtension.cs: 1136 - Found 27 in raspbotsimp.sldasm
2023-01-29 23:24:17,613 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in raspbotsimp.sldasm
2023-01-29 23:24:17,614 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-01-29 23:24:17,617 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2023-01-29 23:24:17,619 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_1-4
2023-01-29 23:24:17,620 INFO  ExportHelperExtension.cs: 1136 - Found 41 in Wheel_1-4
2023-01-29 23:24:17,621 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel_1-4
2023-01-29 23:24:17,622 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from boardMot_1-1
2023-01-29 23:24:17,622 INFO  ExportHelperExtension.cs: 1136 - Found 50 in boardMot_1-1
2023-01-29 23:24:17,623 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in boardMot_1-1
2023-01-29 23:24:17,624 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_1-2
2023-01-29 23:24:17,625 INFO  ExportHelperExtension.cs: 1136 - Found 41 in Wheel_1-2
2023-01-29 23:24:17,625 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel_1-2
2023-01-29 23:24:17,626 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_1-1
2023-01-29 23:24:17,627 INFO  ExportHelperExtension.cs: 1136 - Found 41 in Wheel_1-1
2023-01-29 23:24:17,628 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel_1-1
2023-01-29 23:24:17,628 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_1-3
2023-01-29 23:24:17,629 INFO  ExportHelperExtension.cs: 1136 - Found 41 in Wheel_1-3
2023-01-29 23:24:17,630 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel_1-3
2023-01-29 23:24:17,630 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from raspbotsimp.sldasm
2023-01-29 23:24:17,631 INFO  ExportHelperExtension.cs: 1136 - Found 27 in raspbotsimp.sldasm
2023-01-29 23:24:17,632 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in raspbotsimp.sldasm
2023-01-29 23:24:17,632 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-01-29 23:24:17,633 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2023-01-29 23:24:17,634 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheel_1-4
2023-01-29 23:24:17,634 INFO  ExportHelperExtension.cs: 1136 - Found 41 in Wheel_1-4
2023-01-29 23:24:17,636 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheel_1-4
2023-01-29 23:24:17,636 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from boardMot_1-1
2023-01-29 23:24:17,637 INFO  ExportHelperExtension.cs: 1136 - Found 50 in boardMot_1-1
2023-01-29 23:24:17,637 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in boardMot_1-1
2023-01-29 23:24:17,638 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheel_1-2
2023-01-29 23:24:17,638 INFO  ExportHelperExtension.cs: 1136 - Found 41 in Wheel_1-2
2023-01-29 23:24:17,639 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheel_1-2
2023-01-29 23:24:17,639 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheel_1-1
2023-01-29 23:24:17,640 INFO  ExportHelperExtension.cs: 1136 - Found 41 in Wheel_1-1
2023-01-29 23:24:17,640 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheel_1-1
